Carimbo de data/hora,"Primeiramente, conte-me um tico sobre você. Quantos anos você tem?",Entendi. E como você se identifica?,"Ah, que bacana. Por obséquio, caso estude na FGV Rio, marque as caixas correspondentes à(s) sua(s) graduação(/ões):","Ok, vamos começar. As regras são o seguinte. Você e o animal numa luta mano a mano. O animal a ser imaginado é um representante médio de sua espécie (pode se basear na foto).
Nem você nem o animal tem direito a usar armas e a luta se passa num local plano e infinito, de forma que não é possível tomar vantagens do cenário. Ambos estão extremamente motivados, e apenas um sairá vivo. A resposta é dada de 0 a 10, representando o quão confiante você está que derrotaria o animal caso necessário. Capiche?","Ok, primeiro oponente. Você venceria um porco médio?",[Porco] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Pagarias o pato?,[Pato] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Hmm.. e quanto a um macaco?,[Macaco] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Mostraria que não é uma galinha? (fica melhor em inglês),[Galinha] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Você ganharia de um lobo?,[Lobo] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Que tal um cervo?,[Cervo] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Tankarias um crocodilo?,[Crocodilo] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,"Contra um ganso, talvez?",[Ganso] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Vencerias um gorila?,[Gorila] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,És páreo para um avestruz?,[Avestruz] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,É capaz de derrotar um javali?,[Javali] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Triunfarias perante um bode?,[Bode] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Mostraria para um cavalo quem é que manda?,[Cavalo] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Sairias vivo contra uma coruja?,[Coruja] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Derrotarias uma onça?,[Onça] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Ainda estaria de pé contra um guaxinim?,[Guaxinim] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Sobreviveria uma cobra?,[Cobra] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Teria histórias para contar pós vaca?,[Vaca] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Venceria um canguru na porradaria?,[Canguru] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Teria sucesso em vencer um leão?,[Leão] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Contra um carangueijo-dos-coqueiros também?,[Carangueijo] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,"Quem sobra, você ou a morsa?",[Morsa] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Da pra dales contra um touro?,[Touro] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,"Tá, mas e um urso?",[Urso] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,A raposa ainda faria barulhos (referência música)?,[Raposa] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Conseguirias club esse penguin? Ok talvez esteja difícil ficar fazendo um textinho diferente pra todos eles,[Pinguim] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Acha que tens o necessário para esmagar essa rata?,[Rato] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Estaria em um pedaço após lutar contra uma capivara?,[Capivara] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Contra um elefante também?,[Elefante] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Um porco-espinho..? (não confundir com ouriço),[Porco-espinho] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,E uma tartaruga gigante? (não confundir com um ouriço também),[Tartaruga] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Um camelo? (tem duas corcovas),[Camelo] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,E um dromedário? (tem uma corcova),[Dromedário] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,E um lagarto? (não tem corcovas),[Lagarto] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,"Por fim, vencerias um ornitorrinco? (ambos tem direito a um chapéu)",[Ornitorrinco] Gostaria de esclarecer um pouco mais? Sinta-se  vontade para contar alguma estratégia ou motivos pelo qual acha que perderia/venceria.,Obrigado por chegar ao fim! Alguma sugestão?
30/11/2022 00:13:12,21,Masculino,,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,8,Porcos são pesados (fortes) porem gordos e lentos. Isso me dá vantagem,10,"Patos voam e podem me atacar sem eu poder revidar mas no momento que eu colocar minhas mãos no pescoço dele, ele perde a luta",8,Velozes porem fracos,10,São apenas patos que não são espertos o bastante pra voar. Fácil,0,Eu morreria em 30 segundos,5,Se eu não fosse acertado pelos chifres eu venceria. 50/50,0,Se eu tivesse uma arma eu venceria mas como nenhum de nós tem acesso a armas eu perco fácil. Escamas são resistantes,10,Leia a resposta do pato de novo,1,Ele me socaria até a morte,8,Eu agarraria o pescoço dele facilmente. Acho que eu perco se ele conseguir alguma vantagem e começar a me chutar,4,Um porco porém com armas naturais (dentes),7,Se eu desviar do chifre é gg,5,"Complicado. Cavalos são ágeis e fortes PORÉM eles não tem a capacidade de curar ossos quebrados. Se eu quebrar a perna dele eu ganho, pois ele sofrerá uma morte lenta. Mesmo assim eu acho que ele tem vantagem inicial",10,Leia o pato de novo,0,Veloz. Forte. Esperto. Eu perderia facil,0,Eu nunca machucaria um guaxinim. Perderia de propósito.,10,APESAR DO QUE OS FILMES TE DIZEM.....Cobras não são tão perigosas. Se eu pisar nela eu ganho,7,Até onde eu sei vacas não são muito perigosas mas não tenho certeza,1,Eles foram feitos pra lutar. Eles evoluíram pra isso. Eu não teria uma chance,0,Por acaso um mero camponês conseguiria vencer de um rei?,10,Esmagaria ele com minhas mãos e ainda cozinharia depois,1,Muito resistente. Eu morreria de cansaço antes de machucar ela,4,Minha estratégia seria desviar de todos os seus ataques até ele se cansar mas acho que isso seria dificil,0,Morreria em 5 segundos,10,Raposas são apenas lobos porém sem força,10,Mesma coisa da galinha,10,Já matei um rato e uma vez e foi fácil mas não sei se conseguiria viver com minha consciência depois :( Talvez seria um empate,10,Me sentiria culpado mas seria bem fácil,0,Ele me esmagaria facilmente. Eu não teria nenhuma chance,10,Só bater na barriga,8,Bem resiliente mas eu acertaria os pontos fracos,8,Intimidante porém eu não o considero uma ameaça,9,Menos intimidante ainda,5,Baseado na imagem esse é um dragão de komodo e o veneno deles pode matar humanos. Dependendo de como a luta tenha sido talvez eu morra horas depois de derrotar ele. Empate técnico,9,"10 se for fêmea, 9 se for macho. É só não tocar nas patas do macho que eu venço. Contra-argumento: eu sou incrivelmente burro e talvez tocaria acidentalmente",
30/11/2022 00:21:07,21,Masculino,Ciência de Dados,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,10,Animal tranquilo. Tem como cegar ele e é um tamanho muito ok. É só tomar cuidado para não deixar ele me morder. Fácil.,10,Suave,10,Esse macaco da foto? Mt tranquilo. Se fosse um maior eu poderia ficar receoso.... mas esse é dibas,10,Amassaria,9,"Tenho a opinião que ganharia de qualquer lobo e de alguns lobos gigantes (vi em game of thrones). Animal não tão grande, toma um mata leão e vai de comes e bebes",8,Me deu um medo pelos chifres. Mas eu tankava ainda. É só ir com jeito nesse.,10,Instituição falida. Animal lento. Tomaria um pau facilmente.,9,"Mordida forte, mas ainda é um ganso. Quase tão tranquilo quanto uma galinha. Mas me machucaria.",2,Coloquei 2 porque 0 é só o elefante. Mas não tenho IDEIA de como ganharia da porra de um gorila. Mas certamente um elefante é pior.,10,Enforcaria ele. Prenderia em seu pescoço. Tomaria um pau.,9,"Quase tão simples quanto um pouco grande. Já falei minha opinião sobre um javali e eu sigo achando que aguento um, sem armas nenhuma. ",10,Tranquilo. Animal pequeno. Não é pareo para mim.  Só tomar cuidado com os chifres ,7,Luta complicada. Um cavalo é grande e pode me esmagar. Tem coice. Mas acho que venceria ainda com cautela.,10,A edwiges não sentiria nem o cheirinho da vitória ,5,"Um confronto delicado. Por um lado é um animal com muita força, porém é extremamente previsível. Talvez eu não ganhe sem armas, mas com um taco de baisebol eu matava uma sem dó",10,"Tranquilo. Eu batia até naquele dos guardiões da galáxia q tem uma arma. Se é um sem nada então, sussa",8,Confronto complicado. Tem veneno? Eu mataria ela certamente mas eu também levaria alguma picada. Cobra é um animal sorrateiro.,10,Vaca?? Muito fácil. Se fosse um touro eu teria dificuldades. Mas que mal uma vaca pode fazer?,10," Considerando uma luta justa de homem pra homem (sem chutes e mordidas, só socos), o canguru tomaria um PAU. Com covardia (chutes) seria um confronto equilibrado.",5,"Se fosse uma leoa eu teria mais medo. Elas sabem encontrar o pescoço e isso é mais fatal. Um leão é maia equilibrado, mas acho que não aguento sem armas.",9,"Acho que aguento, mas me parece um animal perigoso. Qualquer cuidado é necessário ",6,É um animal que não me parece fácil de lidar. Muito difícil de saber como atacar ela. Por qual lado eu faria isso? A pele parece pegajosa. ,4,Complicado. Animal rápido e homens normalmente correm dele. Acho que não aguentaria em um terreno aberto...,2,"Impossível praticamente. É um urso. Como derrotar ele? Enorme e forte, e ainda é rápido. Mas 0 é só o elefante.",1,Impossível. Animal do CABULOSO. Não se derrota uma raposa pois são sorrateiras e espertas. Quem diz que conseguiria esta mentindo. Fortes e rápidas. ,10,"Sim. Ele faria o que, caralho? Nem andar direito essa porra consegue. Um chutao e vai de comes e bebes",10,Kkkkkkkkkkkkkkkkk o nojera tomaria um pau,9,Nunca vi uma capivara pessoalmente mas me parecem inofensivas. Como iam me matar? Acho que eu aguentaria 2 delas,0,Impossível. É UM ELEFANTE. COMO QUE SE MATA UM ELEFANTE? EU POSSO FICAR LUTANDO O DIA TODO QUE NAO FAÇO NADA CONTRA ELE ,4,Animal interessante. Acho difícil demais. Teria que pegar em pontos específicos e isso é muito complicado. Qualquer espinho e estou fodido ,6,Teria que acertar na cabeça. Mas ela deixaria a cabeça fácil para tomar um pau? É complicado de dizer,10,Animal inofensivo. É um cavalo mais lento e menos forte. ,10,É um camelo que deu errado. Fácil.,10,Conseguiria também. Animal pequeno e quase inofensivo. Não tem chances de vitória ,10,Sim! Mas só na terra. Na água é o terreno dele,
30/11/2022 00:26:12,21,Feminino,,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,3,Porco tem a vantagem de peso e tamanho,6,Patos tem dentes e costumam ser bem agressivos.,2,Eles tem mais mobilidade e agilidadee,3,,0,Meu animal não tem nenhuma vantagem contra o lobo,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,1,,0,,0,,0,,0,,4,,5,,3,,0,,1,,4,,2,,2,,0,,0,,
30/11/2022 00:36:24,20,Feminino,Ciência de Dados,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,2,Acho que ele me ganha fácil. Se eu caio no chão e ele deita em cima já era,8,,1,Planeta dos macacos,10,easy ,0,"Não, eu assisti crepúsculo",3,,0,,5,"Fui perseguida por um peru uma vez, e levei a pior. Sendo menor, acho que rola, mas sem confiança.",0,ufa!,3,,0,,1,,4,,10,"Pequeno demais pra me matar, sem skills muito grandes.",0,,8,"Dá pra dales. Se eu morrer vai ser depois, de raiva. Mas ele vai de base antes.",4,"Dependendo do tamanho e veneno, sim.",5,,1,,0,,6,"Acho que eu ia apanhar, mas acabo com ele",3,"Ela é lenta, eu imagino. Talvez...",0,,0,,7,,10,se a asp não intervir eu tanko,10,,7,,0,Acompanhei umas notícias de elefante raivoso e nao dá nao,4,"Acho q uns chutões, se eu estiver de tênis, dariam certo",7,Sem querer ser sanguinária. Mas ela nao consegue me matar. Eu consigo esmagar a cabeça que nem tortuguita,5,,5,,3,,10,,
30/11/2022 00:42:38,20,Masculino,Ciência de Dados,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,7,"Dado que é uma situação de vida ou morte e só um de nós sairá vivo, acho que é possível tankar o porco. Pela foto acho que consigo quebrar as patinhas dele de alguma forma e isso me daria certa vantagem. Contudo, não tenho completa confiança, então não digo com certeza",10,"O papo pateta pintou o caneco
Surrou a galinha
Bateu no marreco
Pulou no puleiro no pé do cavalo
Levou um coice e criou um galo

Comeu um pedaço de genipapo
Ficou engasgado com dor no papo
Caiu no poço quebrou a tigela
Tantas fez o moço que foi pra panela

AMASSAVA O PATINHO ",8,"Dado o horário atual (00h08), digo com confiança que esse bicho virava sopa na minha mão ",10,Deus que me perdoe mas eu quebraria o pescoço dela com FACILIDADE ,3,"Dentro de mim existem dois lobos. Um deles acha que eu tankaria o lobo num mano a mano valendo minha vida. O outro lobo diz que não né, afinal é um lobo.
Mas mesma lógica do porco, se eu conseguir machucar a pata dele eu tenho mais chances.",2,Eu ia ficar com medo dele me chifrar... não ia chegar perto,1,"Ficaria com muito medo do crocodilo, mas como minha vida tá em jogo eu tentaria ao máximo ficar em cima dele, onde ele não vai conseguir me morder. Minha melhor opção é tentar cansar ele e bater com força na cabeça, mas não acho que iria funcionar",8,"Esse bicho é do demônio. Se eu tivesse a opção de evitar, eu evitaria. Mas acho que ganho dele se minha vida depender disso. Tentaria machucar as asas dele e depois iria no pescoço e tentaria torcer ",4,"Deus que me perdoe, mas eu sairia muito no soco com um gorila. Ia ser uma porradaria franca e eu reconheço que teria pouquíssimas chances de vencer, mas seria muito interessante ",8,Ele é grande e meio assustador. Mas eu também sou. Voubte poupar dos detalhes do que eu eu faria com esse bicho...,0,O máximo que eu faria é montar nele e esperar o bicho cansar. Não acho que nenhum dos meus golpes faria efeito. Talvez uns chutes... mas é um tiro no escuro. 0 confiança ,0,Mesma ideia do javali. No máximo subiria nele e seria divertido até ,3,O cavalo é foda. Tentaria montar nele e acho que conseguiria derrubá-lo algumas vezes. Minha melhor tática seria machucar uma das pernas dele. Mas não acho que tanko um coice e os vídeos de rodeio me fazem respeitar um pouco o bicho.,9,"Dava só um tapão nela e GG
Não tem nada que ela possa comigo.",0,Eu ia morrer de medo dela e viraria janta lá.,10,Faria atrocidades com esse bicho ele não tem chance nenhuma,3,"Cobra é foda. É um bicho assustador e perigoso e por mais que eu também seja, não sei se consigo tankar. Com veneno e com bote não se brinca. E dependendo da cobra nem tem o que eu possa fazer de mãos limpas",5,"Eu tanko a vaca da tua mãe toda noite né...

Brincadeira a parte, não tem nada que uma vaca seja capaz de fazer comigo. E por incrível que pareça é muito fácil derrubar uma vaca. CONTUDO, além de tentar derrubá-la não háais nada que eu possa fazer. Não conseguirei matar a vaquinha, mas ela também não vai me matar.",7,"Sairia muito no soco com um canguru. Depois daquele vídeo do cara defendendo o cachorro esse bicho perdeu a moral. Seria uma porradaria franca e interessante, assim como o gorila ",0,Os únicos leões que eu aguento são os do 501,10,Tava só um bicudão nesse aí da,0,"Não tem nada que esse bicho ia conseguir fazer comigo e eu não conseguiria fazer nada com ele. Seríamos nos dois nos olhando. Mas não conseguirei matá-lo sem algum tipo de equipamento. 
Mas definitivamente eu saio vivo de um encontro com uma morsa",1,Touro é foda. O único que consegue tankar o touro é o Pernalonga,2,"Dizem que você consegue assustar o urso se você parecer maior que ele. Tentaria isso, mas acho que eu morreria",4,"A raposa rouba... acho que ela íris no meu pescoço. Se eu conseguir evitar isso, acho que tanko. Seria um combate difícil pra mim",10,"La rata alada?

Não sou Batman, mas daria uma surra no pinguim ",10,Esse bicho não tem chance nenhuma,8,Ouvi dizer que cativaram é um bicho maldito. Mas vou te poupar dos detalhes do que eu faria com esse bicho numa luta até morte,0,Sem chances contra um elefante,8,"Acho que tanto esse bicho aí. Ele ia me espetar, mas é aí? Nada mais que isso. Ganhava dele",10,Ia chegar na luta pique super Mario. Ia ser só chute e esmagada. Essa tartaruga Ia precisar ser ninja pra me vencer. Eu arrancaria o casco dela com minhas próprias mãos e me bancaria no sangue dela,3,Tentaria acertar a cabeça dele e machucar as pernas. Mas zero ideia de como lidar com um camelo. Não muito confiante ,3,Ele parece mais tranquilo que o camelo. Mas a lógica é a mesma,9,Vi muito homem-aranha e na minha vida. Acho que consigo tankar um lagarto no mano a mano,4,Se ele souber artes marciais e se chamar Perry eu estou lascado. Sem falar que ele é venenoso (eu acho) e bota ovos. Não dá pra saber como lidar com esse bicho. Não tenho muita confiança ,Que questionário enorme pqp
30/11/2022 00:44:59,53,Masculino,,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,0,Enorme,10,É um pato ,0,Muito ágil ,10,Fácil ,0,Nem a pau ,0,Nem na corrida ,0,Sem chance,2,Gansos são ferozes ,0,Muito forte,0,Muito altos,0,Igual ao porco,0,Da muita cabeçada ,0,Jamais machucaria um cavalo,3,Precisaria de sorte,0,Hahahaha,2,,3,Se der sorte de pegar ela antes,4,Da pra sair vivo,3,Quem sabe,0,Hahahaha,10,Se tiver calçado ,0,,0,Não ,0,Nada,2,Bicudas,7,Bicudas de novo,8,Calçado?,0,Elas mordem ,0,Kkkkkkkk,0,Tá de sacanagem ,8,Se for fora d'água ,0,O tamanho do bicho,0,Igual o camelo,5,Não reconheci o lagarto ,5,Não ,Quero um sapato 
30/11/2022 00:49:43,20,Masculino,,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,9,"Não vejo o porco com muitas vantagens sobre mim, acho que seria até fácil vencer comigo motivado.",10,"Já sinto certa raiva contra esse animal ai fica fácil, penso em agarrar pelo pescoço ",8,Esse macaco eu estaria confiante acho que com a motivação certa também seria fácil ,10,Extremamente fácil,3,Perdia kkkkk,1,"Olha o tamanho desse animal, seus chifres dão muitas vantagens ",0,"Sem armas não conseguiria, apenas uma mordida iria me incapacitar e não importa onde seja ",10,"Acabaria com a raça dele, já me sinto motivado.",0,Extremamente mais forte que eu ,9,Atacaria seu ponto fraco no pescoço ,5,Parece difícil mas acho que vai ,8,Acho que rola tranquilo também ,0,Um coice bem acertado iria me deixar inconsciente e ele poderia me matar,10,Facil ,0,Moreira ,10,Facil ,5,"Acho que ambos morríamos, ela por ferimentos e eu envenenado ",6,So no vamo ver para descobrir ,0,"Nem ferrando, já nasce lutando o bicho ",0,Sem condições ,10,Ele poderia me machucar mas certeza que eu sairia vivo ,0,Vai sentar em mim ,1,Rola não ,0,Iria me destruir ,9,Parece fácil ,10,Facil ,10,,8,,0,,6,,10,,7,,7,,10,Facul se ele não tiver veneno ,6,,
30/11/2022 08:26:55,19,Masculino,Ciência de Dados,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,6,Numa situação de vida ou morte eu venceria só pq nn existe outra opção ,9,Levaria janta para casa,6,"Seria chato de bater nele, mas tankaria ",10,Já tenho oq assar na ceia de natal ,3,Só se ele secretamente tivesse uma doença terminal,2,,0,"Esse aqui é impossível, nn tem onde atacar, até nos olhos esse bicho tem duas palpebras",7,Hmmm janta,0,,5,Acredito fielmente que esse bicho trava se vc nn corre dele (fonte: tiktok),2,,5,"Curvas fechadas ajudar, mas nada muito além disso",0,,7,,0,,7,,5,É venenosa?,4,,2,,0,,10,Comeria caranguejo pela primeira vez,0,,0,,0,,7,"São bem menores que o lobo, teoricamente dá para agarrar",8,,10,,10,Sim mas morreria de doença do carrapato dps ,0,,10,"Só atacar na direção certa, o ataque desse bicho é levantar os espeto só ",10,"Defesa 10 ataque 0, logo minha defesa fica 10. Com ataque positivo eu ganho",0,,0,,0,Se for o dragão de komodo 0 se for outro 8,10,,
30/11/2022 09:22:16,19,Masculino,,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,9,Com meu peso corporal e fácil imobilizar o porco pela parte de cima e acertado na cabeça (e assim q matam porcos nas zonas rurais) ,10,Quebrar o pescoço como se faz com a galinha,7,Macacos tem a mesma força ou mais que um ser humano então seria difícil no mano a mano ,10,Já matei uma galinha ,3,"Ele tem 2x o tamanho de um cachorro ,eu perderia com 95% de certeza",6,E possível quebrar o pescoço dele segurando os chifres mas seria difícil,1,Mordeu morreu ,0,Eu não tenho chance ,0,Eles tem 10x a força de um homem então é impossível,7,Quebrar o pescoço,7,A mesma estratégia do porco com mais brutalidade,7,Poderia tentar sufoca-lo ,5,Quebraria a perna dele ,8,Quebrar o pescoço,0,Morreria com 100% de certeza,0,Faria amizade com ele ,9,Apenas manejala da maneira correta e quebrar o pescoço,7,Quebrar a perna ,9,Luto melhor que ele ,1,Sem chance ,10,Sopa tá garantida ,0,,0,,0,,5,,7,,10,,0,Eu não mataria uma capivara,0,Tem 30x o.meu tamanho ,7,Machucado mas ganharia ,7,Bater na cabeça,5,Quebrar a perna ,5,Quebrar a perna.,8,,0,Se for o Perry eu n tenho chance ,"Nenhuma, está muito interessante ,desculpe acabei tendo q responder rápido "
30/11/2022 09:49:45,20,Masculino,Matemática Aplicada,Sim. Li o texto inteiro (umas duas vezes pra ter certeza que não esqueci nenhum detalhe) e sei que levarei tudo em consideração para minha resposta.,3,"Ao mesmo tempo que a lógica me diz ser improvável bater num porco, eu tenho um ódio inato e crescente direcionado a peppa pig que pode me ajudar",6,"Eu colocaria mais confiante, porém porém batalha se dá num terreno plano e infinito e tendo experiência em correr atrás de Pato chegar nele nao é nada trivial, mas uma vez que eu o tivesse em mãos ele não teria chance",10,"Gostaria de reiterar que meu código de ética não me permitiria bater num macaco, ele é nada mais que uma criança peluda e mil vezes mais legal, eu bateria em mil crianças antes de bater num macaco",10,Marco 10 pois já tenho experiência com esse oponente,1,Ele tem presas,0,"Os chifres dele com certeza contam como arma, eu tô em desvantagem",0,"O único jeito possível de causar dor a esse animal é enfiando meu dedo no olho dele, se eu tivesse que fazer isso uma vez eu teria chances, duas já é demais",6,Não sei a diferença de um ganso pra um pato,0,"Nem se eu tivesse uma arma, até hoje tenho pesadelos com planeta dos macacos 2 e a cena do macaco com uma metralhadora",6,Minha estratégia seria derrubar ele,0,Literalmente o porco de Satanás ,5,"Tenho mais chances que contra o cervo, ele precisa ser muito flexível pro chifre apontar diretamente pra mim",2,"Um coice e eu tô no chão, mas se eu subir em cima dele eu posso obrigar ele a correr até a exaustão e morrer",8,Uma hora ela cansa de voar e eu pego ela,0,"So se for pintada, é se for pintada num papel, a de verdade não dá não ",8,Fácil Fácil ,2,"Eu estaria menos confiante, mas essa da imagem parece tão simpática",8,É só derrubar ela prum lado ,9,Só preciso acertar o primeiro soco e ele entra em choque,3,"Se eu puder colocar o filho dele na mira de uma manada de búfalos e quando ele tentar salvar o filho ficar preso pelas garras na ponta de uma pedra e olhar pra mim suplicando por misericórdia quando eu empurro suas patas e ele morre pisoteado pela manada enquanto seu filho assiste eu tenho chance, caso contrário não ",6,"Meio overkill combinar geneticamente um caranguejo com uma aranha, mas me garanto",9,"Fácil, odiava o filho da puta fo leôncio",0,Já vi muito toureiro nas vielas da Espanha sendo brutalmente assassinados pra ter alguma esperança ,9,Sobrevivo até ele hibernar e tenho 6 meses pra pensar em algo ,10,"Bota até a Dora junto, criança maldita",10,É um frango que não consegue voar nem correr,10,Easy,10,"Eu venço a vaca, e Tb venço um cachorro",0,Preciso escrever algo? Minha única estratégia é deixá-lo com depressão ,10,Pisa nele,5,"Nenhum de nós vai matar o outro, mas ela ganha por viver 300 anos",0,Duas corcovas é tenso,10,Com uma corcova só? Easy,10,Sem corcovas? Easily,9,"Na força do ódio, o dr duffensmirth era o verdadeiro herói do desenho","Versão aquática, numa piscina rasa, quero bater num golfinho"
